Gene	Class	Phenotype
blaTMB-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaTMB-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaACT-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-7	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-9	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-10	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-12	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-14	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-15	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaACT-16	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBEL-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBEL-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBEL-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
cepA	Beta-lactam	Unknown Beta-lactam
cepA-49	Beta-lactam	Unknown Beta-lactam
cepA-44	Beta-lactam	Unknown Beta-lactam
cepA-29	Beta-lactam	Unknown Beta-lactam
blaCMY-98	Beta-lactam	Unknown Beta-lactam
blaFONA-6	Beta-lactam	Unknown Beta-lactam
blaFONA-5	Beta-lactam	Unknown Beta-lactam
blaFONA-4	Beta-lactam	Unknown Beta-lactam
blaFONA-3	Beta-lactam	Unknown Beta-lactam
blaFONA-2	Beta-lactam	Unknown Beta-lactam
blaFONA-1	Beta-lactam	Unknown Beta-lactam
blaFOX-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-7	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-8	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-9	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaFOX-10	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaGOB-1	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-2	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-3	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-4	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-5	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-6	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-7	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-8	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-9	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-10	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-11	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-12	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-13	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-14	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-15	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-16	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-17	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaGOB-18	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaHERA-1	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-2	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-3	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-4	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-5	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-6	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaHERA-8	Beta-lactam	Amoxicillin, Ampicillin, Ticarcillin
blaIND-1	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-2	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-2a	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-2b	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-2c	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-3	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-4	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-5	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-6	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-7	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-8	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-9	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-10	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-11	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-12	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-14	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaIND-15	Beta-lactam	Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
blaLEN1	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN2	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN3	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN4	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN5	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN7	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN8	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN9	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN10	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN12	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN13	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN15	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN16	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN17	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN18	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN19	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN20	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN21	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN22	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN23	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN24	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN25	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaLEN26	Beta-lactam	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
blaMAL-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cephalothin, Piperacillin, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMIR-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaMOR	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime
blaMOR-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime
blaMOX-1	Beta-lactam	Unknown Beta-lactam
blaMOX-2	Beta-lactam	Unknown Beta-lactam
blaMOX-3	Beta-lactam	Unknown Beta-lactam
blaMOX-4	Beta-lactam	Unknown Beta-lactam
blaMOX-5	Beta-lactam	Unknown Beta-lactam
blaMOX-6	Beta-lactam	Unknown Beta-lactam
blaMOX-7	Beta-lactam	Unknown Beta-lactam
blaOCH-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-7	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOCH-8	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOKP-A-1	Beta-lactam	Unknown Beta-lactam
blaOKP-A-2	Beta-lactam	Unknown Beta-lactam
blaOKP-A-3	Beta-lactam	Unknown Beta-lactam
blaOKP-A-4	Beta-lactam	Unknown Beta-lactam
blaOKP-A-5	Beta-lactam	Unknown Beta-lactam
blaOKP-A-6	Beta-lactam	Unknown Beta-lactam
blaOKP-A-7	Beta-lactam	Unknown Beta-lactam
blaOKP-A-8	Beta-lactam	Unknown Beta-lactam
blaOKP-A-9	Beta-lactam	Unknown Beta-lactam
blaOKP-A-10	Beta-lactam	Unknown Beta-lactam
blaOKP-A-11	Beta-lactam	Unknown Beta-lactam
blaOKP-A-12	Beta-lactam	Unknown Beta-lactam
blaOKP-A-13	Beta-lactam	Unknown Beta-lactam
blaOKP-A-14	Beta-lactam	Unknown Beta-lactam
blaOKP-A-15	Beta-lactam	Unknown Beta-lactam
blaOKP-A-16	Beta-lactam	Unknown Beta-lactam
blaOKP-B-1	Beta-lactam	Unknown Beta-lactam
blaOKP-B-2	Beta-lactam	Unknown Beta-lactam
blaOKP-B-3	Beta-lactam	Unknown Beta-lactam
blaOKP-B-4	Beta-lactam	Unknown Beta-lactam
blaOKP-B-5	Beta-lactam	Unknown Beta-lactam
blaOKP-B-6	Beta-lactam	Unknown Beta-lactam
blaOKP-B-7	Beta-lactam	Unknown Beta-lactam
blaOKP-B-8	Beta-lactam	Unknown Beta-lactam
blaOKP-B-9	Beta-lactam	Unknown Beta-lactam
blaOKP-B-10	Beta-lactam	Unknown Beta-lactam
blaOKP-B-11	Beta-lactam	Unknown Beta-lactam
blaOKP-B-12	Beta-lactam	Unknown Beta-lactam
blaOKP-B-13	Beta-lactam	Unknown Beta-lactam
blaOKP-B-14	Beta-lactam	Unknown Beta-lactam
blaOKP-B-15	Beta-lactam	Unknown Beta-lactam
blaOKP-B-16	Beta-lactam	Unknown Beta-lactam
blaOKP-B-17	Beta-lactam	Unknown Beta-lactam
blaOKP-B-18	Beta-lactam	Unknown Beta-lactam
blaOKP-B-19	Beta-lactam	Unknown Beta-lactam
blaOKP-B-20	Beta-lactam	Unknown Beta-lactam
blaOXA-SHE	Beta-lactam	Unknown Beta-lactam
blaOXA-13	Beta-lactam	Unknown Beta-lactam
blaOXY-1-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-1-7	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-6	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-7	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-8	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-9	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-2-10	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-3-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-4-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaOXY-5-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
